"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"ADLSE0706211"	"ACUAGRANJAS DOS LAGOS SA DE CV,ACUAGRANJA DOS LAGOS SA DE CV"	311710	"Preparación y envasado de pescados y mariscos"	"Alimenticio y/o de consumo humano"	"20"	"Secado, salado y harinas de pescados y mariscos"	"FABRICACION DE HARINA Y BIODISEL"		447538.8616	1937487.6606	"17°31'22"""	"93°29'39"""	"Camino vecinal al ejido bajo Amacohite"	"SN "	" "	"Ejido Bajo Amacohite"	"Ostuacán"	"CHIAPAS"	"Ostuacan"	"29550"
"AEC0801900362"	"ALTEC ELECTRONICA CHIHUAHUA S.A. DE C.V.,VISTEON PLANTA CHIHUAHUA"	334220	"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de equipos aparatos radio estereo"	"Parque Tecnologico Bafar"	390089.3309	3162457.0995	"28°35'3"""	"106°7'26"""	"Avenida SILVESTRE TERRAZAS"	"12811"	"1"		"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31415"
"AEEBU0900711"	"ALUMINIO EXTRUIDO EXTRAL, S.A. DE C.V.,PLANTA 2"	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"QU"	"Anodizado de aluminio"	"FABRICACIÓN DE PERFILES DE ALUMINIO Y ACABADO"		492422.9851	2139727.7787	"19°21'5"""	"99°4'19"""	"Calle ESPANA"	"NO. 409 "	" "	"Colonia GRANJAS ESTRELLA"	"Iztapalapa"	"DISTRITO FEDERAL"	"Iztapalapa"	"09880"
"AEEBU0900712"	"ALUMINIO EXTRUIDO EXTRAL, S.A. DE C.V.,ALUMINIO EXTRAL"	332810	"Recubrimientos y terminados metálicos"	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"FABRICACIÓN DE PERFILES DE ALUMINIO"		495091.171	2139296.7393	"19°20'51"""	"99°2'48"""	"Calle ESPAÑA"	"400"	" "	"Colonia GRANJAS ESTRELLA Y/O SAN NICOLAS TOLENTINO"	"Iztapalapa"	"DISTRITO FEDERAL"	"Iztapalapa"	"09880"
"AEMSP0805111"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MÉXICO"	212222	"Minería de plata"	"Metalurgica (incluye la siderurgica)"	"MJ"	"Mineria de plata"	"EXTRACIÓN Y BENEFICIO DE MINERAL"		764476.6911	3130106.7467	"28°16'13"""	"108°18'14"""	"Calle CONOCIDO"	"S/N "	" "	"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEMSP0805112"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MÉXICO, S.A. DE C.V."	212221	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Extracción y beneficio de mineral"		759861.256	3136956.7682	"28°19'59"""	"108°20'57"""	"Calle DOMICILIO CONOCIDO"	"0"	" "	"Colonia OCAMPO"	"Melchor Ocampo"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEM1507000029"	"AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES"	336340	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricación de forros (balatas) para frenos automotrices"		503278.9219	2139976.0944	"19°21'13"""	"98°58'7"""	"Carretera México - Texcoco Km. 19+500"	"- -"	"- -"	"Colonia Los Reyes Acaquilpan"	"Los Reyes Acaquilpan"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de componentes electrónicos para la industria automotriz"	"Parque Industrial del Norte"	563418.724	2880467.9284	"26°2'30"""	"98°21'57"""	"Avenida AVE. INDUSTRIAL DEL NORTE"	"Lote 1 "	"Manzana 5 "		"Reynosa"	"TAMAULIPAS"	"Reynosa"	"88736"
"AEN6A1900911"	"ASFALTOS ENERGEX, S. A.  DE C. V.,ASFALTOS ENERGEX, S.A. DE C.V."	562111	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"M1"	"Otros tratamientos a residuos peligrosos"	"Reciclado de aceite usado y solvente gastado"		396895.6444	2831337.3404	"25°35'45"""	"100°1'36"""	"Calle Libramiento Alfonso Martínez Domínguez"	"KM. 0.5 "	" "	"Colonia Cadereyta Jiménez Centro"	"Cadereyta Jiménez"	"NUEVO LEON"	"Cadereyta Jimenez"	"67480"
"AER1505100108"	"AEROBAL S.A. DE C.V.,"	325610	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"Manufactura de productos para el cuidado del hogar, cuidado personal, medicamentos y DM"	"LERMA"	444576.1777	2134482.9969	"19°18'12"""	"99°31'39"""	"Avenida San Rafael"	"12"	" "		"Lerma de Villada"	"MEXICO"	"Lerma"	"52000"
"AESL70400311"	"AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,"	481210	"Transporte aéreo no regular"	"Otros"	"B0"	"Transporte de carga en general"	"TRANSPORTACION AEREA"		626489.8532	2062196.754	"18°38'49"""	"91°48'2"""	"Calle CARRETERA CARMEN-PUERTO REAL S/N"	"S/N "	" "	"Colonia FRANCISCO I. MADERO"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24190"
"AET1605300706"	"ACEITES ESPECIALES TH SA DE CV,ACEITES ESPECIALES TH S.A. DE C.V."	311222	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Elaboración de aceites y grasas Y vegetales comestibles "		275069.209	2182838.824	"19°43'41"""	"101°8'46"""	"Calle AV EJE NORTE SUR"	"451"	" "	"Colonia CIUDAD INDUSTRIAL"	"Morelia"	"MICHOACAN"	"Morelia"	"58200"
"AEX1102700127"	"ARALO EXPRESS S.A. DE C.V.,ARALO EXPRESS"	484239	"Otro autotransporte foráneo de carga especializado"	"Otros"	"B0"	"Transporte de carga en general"	"Autotransporte de carga"		278460.5998	2286866.1051	"20°40'5"""	"101°7'35"""	"Carretera SALAMANCA - LA ORDE¿A FRACCION 5TA"	"KM 8.5 "	" "	"Exhacienda EX"	"Salamanca"	"GUANAJUATO"	"Salamanca"	"36873"
"AFE2G0710611"	"CIA. AZUCARERA LA FE, S.A. DE C.V.,ZUCARMEX"	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"FABRICACIÓN DE AZÚCAR ESTÁNDAR Y MIEL INCRISTALIZABLE"		558656.1205	1799820.0477	"16°16'42"""	"92°27'3"""	"Calle N/E"	"SIN NUMERO "	" "	"Colonia SAN FRANCISCO PUJILTIC"	"Venustiano Carranza"	"CHIAPAS"	"Venustiano Carranza"	"30210"
"AFI7T0502711"	"CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,"	332999	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS METALICAS FERROSAS"	"RAMOS ARIZPE"	307884.3028	2828205.5648	"25°33'31"""	"100°54'44"""	"Calle BLVD. INDUSTRIA DE LA TRANSFORMACION"	"3135"	" "		"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"AFM1103200008"	"ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V."	332999	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"Fundición de aluminio"	"Parque Opcion"	348070.1881	2329524.809	"21°3'37"""	"100°27'44"""	"Avenida MONTES URALES"	"88"	" "		"San José Iturbide"	"GUANAJUATO"	"San Jose Iturbide"	"37998"
"AFM910500221"	"AEES MANUFACTURERA S DE RL DE CV,"	336320	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de arneses electricos y/o electronicos"	"PARQUE INDUSTRIAL AMISTAD"	306011.4933	3247690.1942	"29°20'36"""	"100°59'53"""	"Carretera  PRESA LA AMISTAD"	"KM. 5.0 "	" "		"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
"AFS1I0500211"	"HOWMET FASTENING SYSTEMS MEXICO I, S. DE R.L. DE C.V.,HOWMET FASTENING SYSTEMS MEXICO I, S. DE R.L. DE C.V"	332720	"Fabricación de tornillos, tuercas, remaches y similares"	"Articulos y productos metalicos"	"83"	"Produccion de tornillos, clavos, tuercas y similares"	"Fabricación de otros productos metálicos"	"PARQUE INDUSTRIAL AMISTAD"	306042.336	3247604.5485	"29°20'33"""	"100°59'51"""	"Calle HIDALGO"	"120"	" "		"Ciudad Acuña"	"COAHUILA"	"Acuna"	"26220"
"AGEKE0900211"	"AUTOMOTRIZ GEISHA, S.A. DE C.V.,NISSAN GEISHA CUITLAHUAC"	811111	"Reparación mecánica en general de automóviles y camiones"	"Otros"	"KE"	"Reparacion y mantenimiento automotriz"	"Distribuidora de autos y servico de mantenimiento automotriz"		481804.0128	2152709.359	"19°28'7"""	"99°10'24"""	"Avenida AV. CUITLAHUAC"	"3395"	" "	"Barrio SAN BERNABE"	"Azcapotzalco"	"DISTRITO FEDERAL"	"Azcapotzalco"	"02830"
"AGR1904800062"	"AGRICEL S. A. DE C. V.,"	325190	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS"		352286.1259	2842674.7566	"25°41'40"""	"100°28'19"""	"Calle Mineria"	"201"	" "	"Fraccionamiento LAS PALMAS"	"Ciudad Santa Catarina"	"NUEVO LEON"	"Santa Catarina"	"66350"
"AGR3105000622"	"AGROMAIZZA S.A.P.I. DE C.V.,"	311213	"Elaboración de harina de maíz"	"Alimenticio y/o de consumo humano"	"25"	"Produccion de harinas"	"ELABORACION DE HARINA DE MAIZ"		219721.9121	2320292.0134	"20°57'42"""	"89°41'43"""	"Calle KM. 45 ANILLO PERIFERICO PONIENTE"	"TAB. CAT. 11788 "	" "	"Colonia XOCLAN"	"Mérida"	"YUCATAN"	"Merida"	"97246"
"AGR5N2201411"	"AGROGEN S.A. DE C.V.,"	325310	"Fabricación de fertilizantes"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"PRODUCCIÓN DE ÁCIDO SULFÚRICO Y DE FERTILIZANTES QUÍMICOS"		346479.2559	2277907.0783	"20°35'38"""	"100°28'23"""	"Calle CARR. A TLACOTE EL BAJO"	"KM. 5.5 "	" "	"Ninguno "	"Santiago de Querétaro"	"QUERETARO"	"Queretaro"	"76000"
"AGR5P0801911"	"ALBAUGH MEXICO S DE RL DE CV,ALBAUGH MEXICO, S. DE R.L DE C.V"	325320	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes"	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"Fabricación de Fungicidas de Cobre"		390787.5192	3176992.8505	"28°42'56"""	"106°7'5"""	"Retorno ALFONSO REYES"	"331"	" "	"Colonia COMPLEJO INDUSTRIAL CHIHUAHUA"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31136"
"AGR5P1301011"	"AGROMAQUILAS S.A. DE C.V.,AGROMAQUILAS, S.A. DE C.V."	325320	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes"	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (PRODUCTOS ORGÁNICOS E INORGÁNICOS)"	"PARQUE INDUSTRIAL ATITALAQUIA"	474523.8072	2215177.3878	"20°1'59"""	"99°14'36"""	"Calle ORIENTE 3"	"LOTE 45 "	" "		"Atitalaquia"	"HIDALGO"	"Atitalaquia"	"42970"
"AGUL71409711"	"AEROPUERTO DE GUADALAJARA S.A. DE C.V.,AEROPUERTO INTERNACIONAL DON MIGUEL HIDALGO Y COSTILLA"	488112	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"Servicios aeroportuarios"		676683.7036	2270535.2716	"20°31'31"""	"103°18'19"""	"Calle KM.17.5 CARRET. GUADALAJARA CHAPALA"	"S/N "	" "	"Aeropuerto Aeropuerto Internacional de Guadalajara"	"Tlajomulco de Zúñiga"	"JALISCO"	"Tlajomulco de Zuniga"	"45659"
"AHL6E2201111"	"ALPHA INDUSTRY QUERÉTARO S.A. DE C.V.,ALPHA INDUSTRY QUERETARO SA DE CV"	326192	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"MANUFACTURA DE PARTES AUTOMOTRICES"		369759.5385	2274181.3316	"20°33'43"""	"100°14'58"""	"Calle CIRCUITO EL MARQUES SUR"	"16"	" "	"Colonia PARQUE INDUSTRIAL EL MARQUES"	"General Lázaro Cárdenas (El Colorado)"	"QUERETARO"	"El Marques"	"76246"
"AHM7F0501811"	"ALTOS HORNOS DE MÉXICO S.A.B. DE C.V.,"	331111	"Complejos siderúrgicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Adquisición de materias primas para la producción de acero"		261022.2432	2980780.2025	"26°55'42"""	"101°24'24"""	"Prolongación Benito Juárez"	"S/N "	" "	"Colonia La Loma"	"Monclova"	"COAHUILA"	"Monclova"	"25770"
"AHOSP3200711"	"ARANZAZU HOLDING S.A. DE C.V.,UNIDAD MINERA ARANZAZU"	212231	"Minería de cobre"	"Metalurgica (incluye la siderurgica)"	"15"	"Mineria de cobre y niquel"	"MINERIA"		279341.4887	2703564.0832	"24°25'47"""	"101°10'35"""	"Calle Arroyos Azules (Domicilio Conocido)"	"0"	" "	"Colonia CONCEPCION DEL ORO"	"Concepción del Oro"	"ZACATECAS"	"Concepcion del Oro"	"98200"
"AHS7X1900621"	"ASHLAND HARDWARE AND CASTING SYSTEMS DE MEXICO S. DE R.L. DE C.V.,"	332510	"Fabricación de herrajes y cerraduras"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Fabricación de Herrajes Metálicos para Puertas y Ventanas"	"PARQUE INDUSTRIAL MILENIUM"	386435.7369	2850713.1474	"25°46'12"""	"100°7'57"""	"Avenida VIA MONTERREY MATAMOROS"	"600"	" "		"Ciudad Apodaca"	"NUEVO LEON"	"Apodaca"	"66600"
"AIB2G1400211"	"CIA. AZUCARERA DEL INGENIO BELLAVISTA S.A. DE C.V.,CIA. AZUCAREA DEL INGENIO BELLAVISTA S.A. DE C.V."	311311	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"Producción de azúcar y mieles incristalizables "		642556.7022	2260150.5335	"20°26'3"""	"103°38'0"""	"Calle AV, TRABAJO"	"18"	" "	"Colonia CENTRO"	"Bellavista"	"JALISCO"	"Acatlan de Juarez"	"45720"
"AIM2201600336"	"ABC INOAC DE MEXICO S.A. DE C.V.,ABC INOAC DE MÉXICO, S.A. DE C.V."	326192	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE PARTES PLÁSTICAS PARA LA INDUSTRIA AUTOMOTRIZ"	"PARQUE INDUSTRIAL NUEVO SAN JUAN"	400561.9585	2252208.4303	"20°21'55"""	"99°57'10"""	"Calle RARAMURIS"	"3"	" "		"San Juan del Río"	"QUERETARO"	"San Juan del Rio"	"76806"
"AIM9M2111411"	"AUTOTEK MEXICO, S.A. DE C.V.,"	332110	"Fabricación de productos metálicos forjados y troquelados"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE AUTOPARTES METALICAS"		589385.401	2109429.9692	"19°4'32"""	"98°9'1"""	"Calle PROLONGACION  F"	"NO.50 "	" "	"Colonia PARQUE INDUSTRIAL PUEBLA 2000"	"Heróica Puebla de Zaragoza"	"PUEBLA"	"Puebla"	"72226"
"AINMD1902611"	"ACS INTERNACIONAL S DE R.L. DE C.V.,PLANTA LAS AMÉRICAS"	336390	"Fabricación de otras partes para vehículos automotrices"	"Metalurgica (incluye la siderurgica)"	"MD"	"Tratamiento termico de piezas metalicas"	"TRATAMIENTO TÉRMICO DE PIEZAS METÁLICAS CON COMBUSTIBLES FÓSILES; NO INCLUYE LA MICROINDUS"		374993.0855	2842701.4379	"25°41'48"""	"100°14'45"""	"Calle AV. LAS AMERICAS"	"601"	" "	"Colonia INDUSTRIAL AMERICAS"	"Guadalupe"	"NUEVO LEON"	"Guadalupe"	"67130"
"AINNG0200211"	"ACCURIDE INTERNATIONAL S.A. DE C.V.,"	332810	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"Fabricación y ensamble de correderas metálicas para cajones"	"NELSON"	652195.7054	3606523.9715	"32°35'8"""	"115°22'42"""	"Calle CIRCUITO NORTE"	"6"	" "		"Mexicali"	"BAJA CALIFORNIA"	"Mexicali"	"21395"
"AIN1Z0502811"	"AVOMEX INTERNATIONAL S.A. DE C.V.,"	311422	"Conservación de frutas y verduras por procesos distintos a la congelación y la deshidratación"	"Alimenticio y/o de consumo humano"	"QG"	"Produccion de alimentos colados y picados"	"CONSERVACIÓN DE FRUTAS Y VERDURAS POR PROCESOS DISTINTOS A LA CONGELACIÓN Y DESHIDRATACION"		291464.7938	3084357.0867	"27°52'3"""	"101°7'5"""	"Calle ANDRES FLORES"	"S/N "	" "	"Colonia LOS PINOS"	"Sabinas"	"COAHUILA"	"Sabinas"	"26737"
"AIN7N1903911"	"ACS INTERNACIONAL S DE R.L. DE C.V.,PLANTA RUIZ CORTINES"	332610	"Fabricación de alambre, productos de alambre y resortes"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"AFINACION Y REFINACION DE ALAMBRE (ASI COMO SUS ALEACIONES, INCLUYENDO EXTRUSION)"		366503.1848	2843656.5775	"25°42'16"""	"100°19'49"""	"Calle AVENIDA RUIZ CORTINEZ"	"1855 PTE. "	"S/N "	"Colonia ESTRELLA"	"Monterrey"	"NUEVO LEON"	"Monterrey"	"64400"
"AJA0900500338"	"ACEITES Y JABONES, S.A. DE C.V.,"	325999	"Fabricación de otros productos químicos"	"Quimica"	"64"	"Produccion de aceites esenciales"	"PRODUCCION DE GRASAS, ACEITES COMESTIBLES Y JABONES"		488670.6172	2153241.7869	"19°28'25"""	"99°6'28"""	"Avenida Talisman"	"284"	" "	"Ciudad AMPLIACION SAN JUAN DE ARAGON"	"Gustavo A. Madero"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07470"
"AJEBT2107411"	"AJEMEX, SA DE CV,"	312111	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"ENVASADORA DE BEBIDAS CARBONATADAS Y NO CARBONATADAS"	"SAN MIGUEL"	562408.6372	2124735.1761	"19°12'54"""	"98°24'22"""	"Calle MANZANA A"	"LOTE 7 "	" "		"Huejotzingo"	"PUEBLA"	"Huejotzingo"	"74160"
"AJN0803701097"	"ABEINSA JUAREZ N-III S.A. DE C.V.,ABEINSA JUAREZ N III SA DE CV"	221110	"Generación, transmisión y distribución de energía eléctrica"	"Generación de energia electrica"	"AD"	"Generacion y transmision de energia electrica"	"Generación de energía eléctrica"		360302.0468	3484281.859	"31°29'5"""	"106°28'14"""	"Carretera  PANAMERICANA"	"NUMERO KM 335 "	" "	"Exhacienda SAMALAYUCA"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32730"
"AJU0803700310"	"ADEMCO DE JUAREZ, S. DE R.L. DE C.V.,ADEMCO DE JUAREZ S.DE R.L DE C.V."	334290	"Fabricación de otros equipos de comunicación"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura de componentes electronicos"		347737.5303	3504446.9837	"31°39'54"""	"106°36'21"""	"Avenida ROSA MARIA Y FUENTES"	"7080"	" "	"Colonia LAS FUENTES"	"Juárez"	"CHIHUAHUA"	"Juarez"	"32377"
"AJU0803700383"	"ADEMCO DE JUAREZ, S. DE R.L. DE C.V.,ADEMCO DE JUAREZ"	335999	"Fabricación de otros productos eléctricos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA"	"INTERMEX"	368455.4338	3500105.0861	"31°37'42"""	"106°23'13"""	"Avenida VALLE DEL CEDRO"	"1681"	" "		"Juárez"	"CHIHUAHUA"	"Juarez"	"32574"
"ALC0503003018"	"ALCAST, S.A. DE C.V.,"	331520	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"FUNDICION Y MOLDEO DE PIEZAS DE ALUMINIO"		299254.0955	2817483.7175	"25°27'39"""	"100°59'47"""	"Calle LAGUNA DE MAYRAN"	"125"	"SN "	"Colonia LA SALLE"	"Saltillo"	"COAHUILA"	"Saltillo"	"25240"
"ALI1902600055"	"AUTOPOLIS LINDAVISTA, S.A. DE C.V.,AUTOPOLIS VOLKSWAGEN"	468111	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz"		373668.2831	2841719.2475	"25°41'16"""	"100°15'32"""	"Carretera MIGUEL ALEMAN"	"4306"	" "	"Colonia DIEZ DE MAYO"	"Guadalupe"	"NUEVO LEON"	"Guadalupe"	"67130"
"ALM0501800024"	"AIR LIQUIDE MEXICO, S DE RL DE CV,PLANTA DE HIDRÓGENO SMR"	325120	"Fabricación de gases industriales"	"Quimica"	"5K"	"Produccion de gases industriales"	"Fabricación de gases industriales"		258379.6448	2975351.0843	"26°52'44"""	"101°25'56"""	"Calle Estándar 1"	"S/N "	" "	"Colonia Obrera Norte"	"Monclova"	"COAHUILA"	"Monclova"	"25790"
"ALM1L1411911"	"ALMERIA, S.A. DE C.V.,ALMERIA"	327999	"Fabricación de otros productos a base de minerales no metálicos"	"Metalurgica (incluye la siderurgica)"	"MK"	"Mineria de otros minerales metalicos no ferrosos"	"FABRICACIÓN DE OTROS PRODUCTOS A BASE DE MINERALES NO METÁLICOS"		644918.5881	2246822.5736	"20°18'49"""	"103°36'43"""	"Calle JOSE ANTONIO TORRES"	"400"	" "	"Colonia ZACOALCO DE TORRES CENTRO"	"Zacoalco de Torres"	"JALISCO"	"Zacoalco de Torres"	"45765"
"ALM1510600742"	"ARMSTRONG LABORATORIOS DE MÉXICO S.A. DE C.V.,"	325411	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5M"	"Produccion de materias primas para medicamentos"	"Elaboración de materias primas para medicamentos"	"PARQUE INDUSTRIAL TOLUCA 2000"	440708.0041	2142024.2723	"19°22'17"""	"99°33'52"""	"Calle 2 Sur"	"18"	"MANZANA 18 6"		"Toluca de Lerdo"	"MEXICO"	"Toluca"	"50200"
"ALM1904100002"	"AIR LIQUIDE MÉXICO, S. DE R.L. DE C.V.,, ""PLANTA PESQUERÍA"""	325120	"Fabricación de gases industriales"	"Quimica"	"5K"	"Produccion de gases industriales"	"Fabricación de gases industriales"	"Interior Centro Industrial Ternium"	403445.0888	2847691.8576	"25°44'38"""	"99°57'45"""	"Carretera  a Santa María la Floreña"	"Km. 15 "	" "		"Pesquería"	"NUEVO LEON"	"Pesqueria"	"66650"
"ALM5T0900322"	"ABBOTT LABORATORIES DE MEXICO SA DE CV,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de productos farmacéuticos y medicamentos."		485194.9668	2135164.5169	"19°18'36"""	"99°8'27"""	"Calle CALZ. DE TLALPAN"	"3092"	" "	"Colonia EXHACIENDA COAPA"	"Coyoacán"	"DISTRITO FEDERAL"	"Coyoacan"	"04980"
"ALU0100100034"	"ALULIQ S. DE R.L. DE C.V.,ALULIQ"	331310	"Industria básica del aluminio"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Fundición de aluminio"		781299.3649	2412571.5569	"21°47'40"""	"102°16'45"""	"Carretera PANAMERICANA SUR KM 74"	"M-3 "	"L-5 "	"Colonia PARQUE INDUSTRIAL ALTEC"	"Aguascalientes"	"AGUASCALIENTES"	"Aguascalientes"	"20290"
"ALU1503300396"	"ALUPRESS SA DE CV,ALUPRESS, S.A. DE C.V."	331520	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"MOLDEO POR FUNDICION DE PIEZAS METALICAS NO FERROSAS (ALUMINIO)"		493506.8981	2160494.3388	"19°32'21"""	"99°3'42"""	"Calle MIGUEL HIDALGO"	"53"	". "	"Colonia SANTA CLARA COATITLA"	"Ecatepec de Morelos"	"MEXICO"	"Ecatepec de Morelos"	"55540"
"AMARP2501211"	"AEROPUERTO DE MAZATLAN, S.A. DE C.V.,"	488112	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"PRESTACION DE SERVICIOS AEROPORTUARIOS"		369930.5356	2562509.1297	"23°9'59"""	"106°16'14"""	"Calle CARRETERA INTERNACIONAL AL SUR"	"S/N "	" "	"Colonia MAZATLAN (GRAL. RAFAEL BUELNA)"	"Mazatlán"	"SINALOA"	"Mazatlan"	"82269"
"AMD1000500122"	"AGUAS DEL MUNICIPIO DE DURANGO,"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES"		538579.3872	2652362.4945	"23°58'57"""	"104°37'14"""	"Camino CONOCIDO"	"S/N "	" "	"Ejido 15 DE SEPTIEMBRE"	"Victoria de Durango"	"DURANGO"	"Durango"	"34195"
