"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"AHUEA1403921"	"ACOJINADOS Y HULES S.A. DE C.V."	"Quimica"	"Fabricacion de articulos y productos de hule"	"PRODUCCIÓN DE ARTÍCULOS DE HULE (SÓLO SI SE ELABORA EL HULE)."	0	0	"20°39'59"""	"-103°18'35"""	"JALISCO"	"Guadalajara"	"FRANCISCO GONZALEZ BOCANEGRA"	169		"DIONISIO RODRIGUEZ"	"GOMEZ DE MENDIOLA"	"SECTOR LIBERTAD"			44730
"AIM9M2111411"	"AUTOTEK INDUSTRIAL DE MEXICO S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES"	0	0	"20°49'28"""	"99°04'57"""	"PUEBLA"	"Puebla"	"PROLONGACION CALLE F"	50					"PUEBLA"	"PARQUE INDUSTRIAL PUEBLA 2000"	72226
"AIN9M1902611"	"ACS INTERNACIONAL S. DE R.L DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE CONDUCTORES ELECTRICOS"	450	450	25.70531	-100.33102	"NUEVO LEON"	"Monterrey"	"RUIZ CORTINES"	1855	"PTE"	"EDISON"	"MARTIN DE ZAVALA"	"ESTRELLA"	"M0NTERREY"		64400
"AINMD1902611"	"ACS Internacional S. de R.L de C.V"	"Metalurgica (incluye la siderurgica) "	"Tratamiento termico de piezas metalicas"	"FABRICACION DE SELLOS AUTOMOTRICES"	0	0	"25°41'49.00""N"	"100°14'42.57"	"NUEVO LEON"	"Guadalupe"	"Av. Americas N0. 601"	601		"Via a Tampico"	"Cadiz"	"Las Americas"	"Monterrey"		67120
"AIP9M2802211"	"Auto Industrial de Partes S.A. de C.V."	"Automotriz "	"Produccion de otras auto partes"	"Fabricacion ensamble terminacion procesamiento de toda clase de actos comerciales"	0	0	25.87109	-97.5195	"TAMAULIPAS"	"Matamoros"	"Li. Albino Hernandez No. 7 Poniente"	"No. 7"		"Prolongacion Calixto Ayala"	"Blvd. Cavazos Lerma"	"Obrera"	"H Matamaoros"	"USOS MULTIPLES"	87340
"AJA5W0900511"	"ACEITES Y JABONES. S. A. de C .V."	"Quimica"	"Produccion de jabones y detergentes"	"PRODUCCIÓN DE JABONES Y DETERGENTES (SÓLO SI SE PRODUCEN LAS SUSTANCIAS BÁSICAS; INCLUYE O"	0	0	19.47399	-99.10641	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"AV. TALISMAN"	284		"SAN JUAN"	"CONGRESO DE LA UNIÓN"	"IND. SANTA COLETA"		"Industrial Santa Coleta"	7490
"ALE7L0502711"	"ALEAZIN S.A de C.V"	"Metalurgica (incluye la siderurgica) "	"Afinacion y refinacion de otros metales no ferrosos"	"Fundición refinación y conversión de toda clase de metales"	0	0	"25°31'4"""	"100°57'44"""	"COAHUILA"	"Ramos Arizpe"	"Av. Industrias"	1890	"NA"			"NA"	"Ramos Arizpe"	"Corredor Industrial Ramos Arizpe Saltillo"	25900
"ALM5T0901411"	"ABBOTT LABORATORIES DE MEXICO S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	82000	41100	19.36611	-99.1719	"DISTRITO FEDERAL"	"Benito Juarez"	"AV. COYOACAN"	1622		"JOSE MA. RICO"	"RODRIGUEZ SARO"	"DEL VALLE"			3100
"ALM8T2803211"	"Ametek Lamb Motores de México S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de motores electricos"	"Manufactura Ensamble y Venta de Motores Electrónicos y sus Componentes."	0	0	26.03095	-98.36775	"TAMAULIPAS"	"Reynosa"	"Av. Industrial Rio San Juan"	"Manzana 9"	"Lote 2"	"Av. Industrial del Norte"	"Av. Industrial El Guerrero"		"Reynosa"	"Parque Industrial del Norte"	88730
"ALMEA1411911"	"ALMERIA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Extraccion y/o beneficio de minerales no metalicos"	"BENEFICIO DE MINERALES NO METALICOS."	0	0	"20°19'0"""	"103°36'30"""	"JALISCO"	"Zacoalco de Torres"	"JOSE ANTONIO TORRES"	400				"CENTRO"	"GRAL ANDRES FIGUEROA"		45765
"ALMEA2111411"	"ALMINA S.A. DE C.V."	"Textiles, fibras e hilos "	"Fabricacion de telas y sus productos"	"URDIDO ENGOMADO Y TEJIDO DE TELAS"	0	0	"19°4'50"""	"-98°9'38"""	"PUEBLA"	"Puebla"	"ANTIGUO CAMINO A LA RESURRECCIÓN"	10242		"CAMINO A FÁBRICAS RESURRECCIÓN SUR"	"PRIVADA PARAÍSO"	"SANTA ROSA"	"PUEBLA"	"RESURRECCIÓN"	72920
"AMA7T2201411"	"APPLICA MANUFACTURING S. DE R.L. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	647731	2284579	20.62094	-100.43978	"QUERETARO"	"Queretaro"	"ACCESO 3"	26		"AV. DE LA LUZ"	"AV. 5 DE FEBRERO"	"FRACC. IND. BENITO JUÁREZ"		"BENITO JUÁREZ"	76120
"AMARP2201411"	"ACEROS MAQUINADOS S.A. DE C.V."	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"METALMECANICA E INYECCION DE PLASTICOS"	0	0	"20°39'44"""	"-100°24'7"""	"QUERETARO"	"Queretaro"	"CALLE 2"	110		"ACCESO C"	"CALLE 2"	"PARQUE INDUSTRIAL JURICA"		"PARQUE INDUSTRIAL JURICA"	76120
"AMBLM1306911"	"AUTO MANUFACTURAS BRAKE S.A. DE C.V."	"Asbesto"	"Autopartes para transportes fabricadas con asbesto"	"AUTOPARTES PARA TRANSPORTES FABRICADOS CON ASBESTO; INCLUYE CLUTCH, FRENOS Y JUNTAS, CUAND"	0	0	"19°49'33"""	"98°58'27"""	"HIDALGO"	"Tizayuca"	"SUR 4"	"IV"	11	"EJE ORIENTE PONIENTE"	"ORIENTE 3"	"PARQUE INDUSTRIAL"	"TIZAYUCA"	"CIUDAD INDUSTRIAL TIZAYUCA"	43800
"AME560803711"	"AVERY DE MEXICO S.A. DE C.V."	"Celulosa y papel"	"Produccion de papel"	"FABRICACION Y EMPAQUE DE PRODUCTOS DE OFICINA"	362012.73	3508948.7	31.70885	-106.4554	"CHIHUAHUA"	"Juarez"	"EJE VIAL JUAN GABRIEL"	2420		"AV ADOLFO LOPEZ MATEOS"	"PEDRO N GARCIA"	"JARDINES DE SAN JOSE"	"JUAREZ"	"PARQUE INDUSTRIAL JUAREZ"	32390
"AME692201611"	"ADITIVOS MEXICANOS S.A. DE C.V."	"Quimica"	"Produccion de grasas, aceites lubricantes y aditivos"	"PRODUCCIÓN DE GRASAS, ACEITES LUBRICANTES Y ADITIVOS (INCLUYE MEZCLAS)."	0	0	20.36985	-99.96444	"QUERETARO"	"San Juan del Rio"	"NORTE 3"	13		"ORIENTE 4"	"ORIENTE 6"	"NUEVO PARQUE INDUSTRIAL"	"SAN JUAN DEL RÍO"	"NUEVO PARQUE INDUSTRIAL"	76809
"AME7L1505711"	"AMI DODUCO MEXICO S. DE R.L. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y refinacion de otros metales no ferrosos"	"AFINACION Y REFINACION DE OTROS METALES NO FERROSOS (INCLUYE FUNDICIÓN EXTRUSIÓN O ESTIRA)"	0	0	19.46448	-99.24514	"MEXICO"	"Naucalpan de Juarez"	"PROTON"	22		"ATOMO"	"NEUTRON"	"PARQUE INDUSTRIAL NAUCALPAN"	"NAUCALPAN"	"PARQUE INDUSTRIAL NAUCALPAN"	5370
"AME7X2201411"	"ALUMOCLAD DE MEXICO SA DE CV"	"Articulos y productos metalicos "	"Fabricacion de articulos y productos metalicos"	"METAL MECANICA"	350400	2280800	20.62353	-100.4307	"QUERETARO"	"Queretaro"	"ACCESO III"	"1C"		"ACCESO IV"	"AVENIDA COAHUILA"	"PI BENITO JUAREZ"	"QUERETARO"	"PI BENITO JUAREZ"	76130
"AME9M1901221"	"ACCURIDE DE MEXICO S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	"25º56'52.63"""	"100º13'40.73"""	"NUEVO LEON"	"Cienega de Flores"	"AVENIDA NORTEAMERICA"	301		"NA"	"NA"	"NA"	"CIENEGA DE FLORES"	"PARQUE INDUSTRIAL LAS AMERICAS"	65550
"AME9M2201411"	"ARVIN DE MEXICO S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"SISTEMAS DE ESCAPE Y PARTES AUTOMOTRICES."	0	0	"20°39'34"""	"100°24'14"""	"QUERETARO"	"Queretaro"	"CARRETERA CONSTITUCION KM. 9.5"	"SN"		"ACCESO B"	"ACCESO C"	"PARQUE INDUSTRIAL JURICA"	"SANTIAGO DE QUERETARO"	"PARQUE INDUSTRIAL JURICA"	76100
"AME9M2201421"	"Aeroquip de México S.A. de C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	"20°49'9"""	"0.1°11'42"""	"QUERETARO"	"Queretaro"	"Av. de la Montaña"	128	"IV 14 y 15"	"Av. La Noria"	"Av. San Pedrito"	"Sta. Rosa Jauregui"	"Querétaro Mexico"	"Parque Industrial Queretaro"	76220
"AMEBD1102011"	"ALEACIONES METALURGICAS S.A. DE C.V."	"Tratamiento de residuos peligrosos "	"Tratamiento quimico de residuos peligrosos"	"TRATAMIENTO QUÍMICO DE RESIDUOS PELIGROSOS. RECUPERACION DE PLOMO PARTIENDO DE ACUMULADORE"	0	0	"21°4'20"""	"101°40'20"""	"GUANAJUATO"	"Leon"	"AVENIDA GRUPO GIS"	130				"CD. INDUSTRIAL"	"LEON"	"FIDEICOMISO CIUDAD INDUSTRIAL"	37490
"AMEEA1510411"	"AMERCOAT MEXICANA S.A DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	0	0	"19°32'43"""	"-99°12'25"""	"MEXICO"	"Tlalnepantla de Baz"	"VIA GUSTAVO BAZ"	3999		"AV. LERMA"	"ANTONIO M. RIVERA"	"SAN NICOLAS"	"TLALNEPANTLA"	"FRACCIONAMIENTO INDUSTRIAL SAN NICOLAS"	54030
"AMELT0502711"	"Ameq de México S. A. de C. V."	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos biologico-infecciosos"	"TRATAMIENTO DE RESIDUOS BIOLÓGICO-INFECCIOSOS."	0	0	"25°32'12"""	"100°57'50"""	"COAHUILA"	"Ramos Arizpe"	"Carretera a los Pinos Km 2"	"Interior"		"Prol. Isidro Lopez Zertuche"	"Carretera Saltillo Monclova"	"NA"	"Ramos Arizpe"	"NA"	25900
"AMEME2901511"	"AGRAQUEST DE MEXICO S.A DE C.V."	"Quimica"	"Produccion de materias primas para fabricar plaguicidas"	"PRODUCCIÓN DE MATERIAS PRIMAS PARA FABRICAR PLAGUICIDAS Y FUNGICIDAS BIOLOGICOS."	0	0	"19°18'25"""	"98°23'41"""	"TLAXCALA"	"Ixtacuixtla de Mariano Matamoros"	"AUTOPISTA SN.MARTIN TEX. TLAXCALA Km.6.5"	"Km.6.5"		"AUTOPISTA SN.MARTIN TEXMELUCAN"	"AUTOPISTA A TLAXCALA"	"IXTACUIXTLA"	"IXTACUIXTLA"	"PARQUE INDUSTRIAL IXTACUIXTLA TLAXCALA"	90120
"AMERP1103211"	"ALPLA MEXICO S.A. DE C.V. PLANTA BAJIO"	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"ELABORACIÓN DE ENVASES PLÁSTICOS"	643893.324	2322862.605	"21°0'3"""	"100°23'4"""	"GUANAJUATO"	"San Jose Iturbide"	"CARRETERA SAN JOSE DE ITURBIDE KM 4"	"SN"		"CARR. FED. No. 57"			"SAN JOSE ITURBIDE"	"PREDIO RUSTICO SAN RAFAEL"	37980
"AMERP1510611"	"ALPLA MEXICO S.A. DE C.V. PLANTA AEROPUERTO"	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"FABRICACIÓN DE ENVASES PLÁSTICOS"	0	0	"19°20'38"""	"99°40'40"""	"MEXICO"	"Toluca"	"BOULEVARD MIGUEL ALEMAN KM 7"	"MANZANA 3"	"LOTE 6"				"TOLUCA"	"PARQUE INDUSTRIAL EXPORTEC"	50200
"AMI7Q0502711"	"ALEACIONES Y METALES INDUSTRIALES DE SALTILLO S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Afinacion y laminacion de aluminio"	"FUNDICION E INYECCION DE ALUMINIO"	0	0	25.55926	-100.92481	"COAHUILA"	"Ramos Arizpe"	"Industria Siderúrgica"	2052		"Av. Parque Industrial"	"Calle Metal Mecánica"		"Ramos Arizpe"	"Parque Industrial Ramos Arizpe Coah"	25900
"AMIAD3105011"	"AES MERIDA III S DE R L DE CV"	"Generacion de energia electrica "	"Generacion y transmision de energia electrica"	"GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA (SÓLO GENERACIÓN; INCLUYE LAS INSTALACIONES"	3273427	2656151	"20°56'07"""	"89°41'51"""	"YUCATAN"	"Merida"	"ANILLO PERIFERICO"	"KM 2"		"CARRETERA MERIDA UMAN"	"CARRETERA MERIDA CAUCEL"	"AMPLIACION INDUSTRIAL"		"FELIPE CARRILLO PUERTO"	97288
"AMILM1510411"	"ALTA MECANICA INDUSTRIAL S.A. DE C.V"	"Asbesto"	"Autopartes para transportes fabricadas con asbesto"	"AUTOPARTES PARA TRANSPORTES FABRICADOS CON ASBESTO; INCLUYE CLUTCH, FRENOS Y JUNTAS, CUAND"	0	0	"19°28'40.08"""	"99°11'22.44"""	"MEXICO"	"Tlalnepantla de Baz"	"AV. INDUSTRIA"	55		"26 A"	"16 A"	"FRACCIONAMIENTO NUEVO PARQUE IND VALLEJO"		"NUEVO PARQUE INDUSTRIAL VALLEJO"	54170
"AMP912803211"	"AMMEX PRODUCTOS INTERNACIONAL S. DE R. L. DE C. V. PLANTA 6"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION DE EQUIPO ELECTRICO DE USO AUTOMOTRIZ"	0	0	"26°8'37"""	"98°20'35"""	"TAMAULIPAS"	"Reynosa"	"KM 10.5 CARRETERA RIBEREÑA"	"LOTE 15"		"BLVD. FLORIDA"		"PARQ. IND. MAQUILPARK"	"REYNOSA"	"PARQUE INDUSTRIAL MAQUILPARK"	88616
"AMPNB2201412"	"AMPOLLETAS S.A."	"vidrio"	"Produccion de articulos de vidrio refractario de uso industrial"	"PRODUCCIÓN DE ARTÍCULOS DE VIDRIO REFRACTARIO DE USO INDUSTRIAL (INCLUYE ARTÍCULOS PARA US"	0	0	20.6171	-100.42806	"QUERETARO"	"Queretaro"	"COAHUILA"	9				"ZONA INDUSTRIAL BENITO JUAREZ"		"ZONA INDUSTRIAL BENITO JUAREZ"	76120
"ANA5P2108511"	"Agricultura Nacional S.A. de C.V."	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"ELABORACION Y COMERCIALIZACION DE PLAGUICIDAS"	536500	2046550	"18°41'0"""	"98°34'0"""	"PUEBLA"	"Izucar de Matamoros"	"km 5 carretera a las Bocas"	"SIN No."		"NA"	"NA"	"SIN COLONIA"	"IZUCAR DE MATAMOROS"	"Agrícola e Industrial"	74400
"ANC5H1507011"	"AKZO NOBEL CHEMICALS S.A DE C.V."	"Quimica"	"Produccion de acidos organicos"	"COMPRA VENTA Y MANUFACTURA DE PRODUCTOS QUIMICOS"	0	0	"19°21'0"""	"98°57'30"""	"MEXICO"	"La Paz"	"AV. MORELOS"	49		"KM 20.7 CARRETERA MEXICO TEXCOCO"	"EL PINO"	"TECAMACHALCO"	"ESTADO DE MEXICO"	"LOS REYES"	56500
"ANCEA1403911"	"ANCHOR S.A. DE C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"COMPRA VENTA Y ELABORACIÓN DE PRODUCTOS FARMACÉUTICOS VETERINARIOS"	0	0	"20°37'55"""	"-103°21'9"""	"JALISCO"	"Guadalajara"	"CALLE 30"	2614		"CALLE 5"	"CALLE 7"	"ZONA INDUSTRIAL"	"GUADALAJARA"	"ZONA INDUSTRIAL"	44940
"ANJEA0803711"	"Arboles Navideños de Juaréz S.A. de C.V."	"Articulos y productos plasticos "	"Fabricacion de productos y articulos de plastico"	"Produccion y Manufactura de Arboles Navideños Artificiales"	0	0	"31°44'35"""	"-106°26'5"""	"CHIHUAHUA"	"Juarez"	"Manila"	5981		"Av. del Charro"	"Av. Hermanos Escobar"	"Parque Industrial Omega"	"Cd Juarez"	"Parque Industrial Omega"	32528
"ANJEA1409711"	"Agricultura Nacional de Jalisco S.A. de C.V."	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ"	0	0	"20°25'20"""	"103°14'25"""	"JALISCO"	"Tlajomulco de Zuniga"	"Vereda de las Dalias"	1099		"Vereda de los Pensamientos"	"Vereda de los Crisantemos"	"Fracc. Los Sauces"	"Tlajomulco De Zuñiga"		4553
"ANX631904811"	"ALEN DEL NORTE S.A. DE C.V."	"Quimica"	"Produccion de limpiadores y pulimentos"	"PRODUCCIÓN DE LIMPIADORES Y PULIMENTOS (SÓLO SI SE PRODUCEN LAS SUBSTANCIAS BÁSICAS; NO IN"	355692.8718	2840057.1888	"25º40'25.7"""	"100º26'13.86"""	"NUEVO LEON"	"Santa Catarina"	"BLVD. DÍAZ ORDÁZ"	1000		"PRIV. LOS TREVIÑO"	"REFORMA"	"LOS TREVIÑO"	"SANTA CATARINA"		66350
"AOPRP0200111"	"Augen Opticos S.A. de C.V."	"Articulos y productos compuestos de diferentes materiales "	"Articulos y productos compuestos de diferentes materiales"	"Fabricación de moldes para lentes y de lentes oftálmicos."	526791.972	3529199.277	"31°54'0"""	"116°43'0"""	"BAJA CALIFORNIA"	"Ensenada"	"Guadalupe Silva de Novelo"	190				"Vista al mar"	"El Sauzal de Rodríguez"		22760
"APARP2111411"	"Aceitera el Paraíso S.A. de C.V."	"Quimica"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCIÓN DE ACEITES Y GRASAS CUANDO EN SU FABRICACIÓN EXISTE REACCIÓN QUÍMICA O EXTRACCI"	2400644	2401099	"19°2'30"""	"98°11'48"""	"PUEBLA"	"Puebla"	"Av. 80 Poniente"	310		"3 Norte"	"5 Norte"	"16 deSeptiembre"	"Puebla"		72230
"APH5T1505711"	"ALTANA Pharma S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN COMERCIALIZACIÓN Y VENTA DE PRODUCTOS FARMACEÚTICOS"	0	0	19.46578	-99.22897	"MEXICO"	"Naucalpan de Juarez"	"Av. primero de Mayo"	130		"Kennedy"	"Hormona"	"Industrial atoto"	"Naucalpan de Juárez"		53519
"APM2W1403912"	"AGRIBRANDS PURINA MEXICO S.A. DE C.V."	"Otros"	"Produccion de alimentos para animales"	"FABRICACIÓN COMPRA VENTA DE ALIMENTOS BALANCEADOS"	0	0	20.61564	-103.34128	"JALISCO"	"Guadalajara"	"SOMBRERETE"	4425		"GOBERNADOR CURIEL"		"ZONA INDUSTRIAL"	"GUADALAJARA"	"ZONA INDUSTRIAL"	44940
"APMEA2115611"	"Agribrands Purina México S.A. de C.V."	"Otros"	"Produccion de alimentos para animales"	"Fabricación y compra-venta de alimentos balanceados para aves y ganados"	0	0	"18°26'52"""	"-97°23'58"""	"PUEBLA"	"Tehuacan"	"19 Poniente"	249		"Vía Ferrocarril"	"Panteón Municipal"	"Benito Juárez"	"Tehuacan"		75770
"APMMA1409811"	"ALCAN PACKAGING MEXICO S.A. DE C.V. PLANTA TLAQUEPAQUE"	"Quimica"	"Fabricacion de productos moldeados con diversas resinas"	"IMPRESION DE PELICULA TRANSPARENTE DE POLIETILENO Y POLIPROPILENO"	0	0	20.62141	-103.32425	"JALISCO"	"Tlaquepaque"	"BARROTERAN"	3047		"ALAMBIQUES"	"OLEODUCTO"	"ALAMO INDUSTRIAL"	"TLAQUEPAQUE"	"PARQUE INDUSTRIAL EL ALAMO"	45500
"APO132803211"	"APOMEX S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Mineria de mercurio y antimonio"	"Produccion Fabricacion Ensamble Combinacion y Mezcla de Productos de Antimonio."	2915886	306265.991	"26°21'47"""	"98°56'14"""	"TAMAULIPAS"	"Camargo"	"Carretera Riberena Km. 78"	"Km. 78"				"Guardados de Abajo"	"Cd Camargo"		88450
"APO5S1903911"	"AKRA POLYESTER S.A. DE C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"PRODUCCIÓN DE FIBRAS Y FILAMENTOS SINTÉTICOS Y ARTIFICIALES (SÓLO SI INVOLUCRA REACCIÓN Q"	0	0	"25°42'29.61"""	"100°20'0.49"""	"NUEVO LEON"	"Monterrey"	"RUÍZ CORTINES"	100		"PRIVADA ROBLE"		"PEDRO LOZANO"	"MONTERREY"	"COMPLEJO INDUSTRIAL RUÍZ CORTÍNES"	64400
"APQ5X1510411"	"ADHESIVOS Y PRODUCTOS QUIMICOS INDUSTRIALES, S. A."	"Quimica"	"Produccion de adhesivos y selladores"	"PRODUCCIÓN DE SELLADORES ASFALTICOS Y PINTURAS ACUOSAS"	0	0	19.55711	-99.19382	"MEXICO"	"Tlalnepantla de Baz"	"AV. HIDALGO"	357		"CRUCERO SAN RAFAEL"	"AV. DEL DURAZNO"	"SAN RAFAEL"	"MEXICO"	"FRACCIONAMIENTO INDUSTRIAL SAN RAFAEL"	54120
"APR5Q2201611"	"A P Resinas S.A. de C.V. CPM"	"Quimica"	"Produccion de resinas sinteticas"	"Producción de Resinas Sintéticas (Incluye Plastificantes)"	0	0	20.37329	-99.9685	"QUERETARO"	"San Juan del Rio"	"Norte 4"	3		"Oriente 6"	"Oriente 10"	"Nuevo Parque Industrial"	"San Juan del Río"	"Nuevo Parque Industrial"	76809
"APREA1306911"	"ALFA PROCESOS SA DE CV"	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"TRATAMIENTO"	502472	2192604	"19°49'37"""	"-98°58'34"""	"HIDALGO"	"Tizayuca"	"NORTE 2, LOTE 10, MANZANA 1"	"LOTE10"	"MZ 1"	"ORIENTE 2"	"EJE ORIENTE PONIENTE"	"ZONA INDUSTRIAL"	"TIZAYUCA"	"ZONA INDUSTRIAL TIZAYUCA HGO"	43800
"APVLM1506211"	"AUTOPARTES VE S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"Fabricación de productos de fricción para la industria automotirz."	0	0	"19°16'36.02"""	"99°28'39.08"""	"MEXICO"	"Ocoyoacac"	"Km. 2.5 Carr. Amomolulco a S. Tianguiste"	3				"Ocoyoacac"		"OCOYOACAC"	52740
"ARAEA0502511"	"ARAD S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE MATERIALES Y ACCESORIOS ELECTRICOS"	2144183	3457583	"28°41'45"""	"100°31'28"""	"COAHUILA"	"Piedras Negras"	"RODOLFO DE LOS SANTOS M."	820		"INDEPENDENCIA"	"CONSTITUCION"	"BUROCRATAS"	"PIEDRAS NEGRAS"		26020
"AROLM0900711"	"AMERICAN ROLLS.A DE C.V"	"Asbesto"	"Autopartes para transportes fabricadas con asbesto"	"PRODUCCION DE PARTES PARA EL SISTEMA DE FRENOS"	0	0	19.35993	-99.09703	"DISTRITO FEDERAL"	"Iztapalapa"	"ITURBIDE"	71		"COMONFORT"	"5 DE MAYO"	"BARRIO SAN LUCAS"			9000
"ASAEA0503011"	"AUMA SALT S.A DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	"25°21'50"""	"101°1'18"""	"COAHUILA"	"Saltillo"	"CALZADA ANTONIO NARRO"	8140		"CALZADA ANTONIO NARRO"	"CARRETERA SALTILLO ZACATECAS"	"EL REFUGIO LA SOLEDAD"			25070
"ASARP1610211"	"AEROPUERTOS Y SERVICIOS AUXILIARES AEROPUERTO DE URUAPAN MICHOACÁN"	"Otros"	"Servicios de administracion de aeropuertos y helipuertos"	"SERVICIOS AEROPORTUARIOS"	0	0	"19°23'48"""	"102°2'20"""	"MICHOACAN"	"Uruapan"	"AVENIDA LATINOAMERICANA"	"SN"	"SN"	"CALZADA DE LA FUENTE"	"CAMINO VIEJO A ZUMPIMITO"	"SAN JOSÉ OBRERO"	"URUAPAN"		60160
"ASM820900511"	"ASSOCIATED SPRING MEXICO S.A."	"Articulos y productos metalicos "	"Fabricacion de articulos y productos metalicos"	"FABRICACION DE RESORTES PARA LA INDUSTRIA"	0	0	19.50792	-99.14849	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"AV. CENTRAL"	85		"MARGARITA MAZA DE JUAREZ"	"OTHON DE MENDIZABAL"	"NUEVA INDUSTRIAL VALLEJO"		"NUEVA INDUSTRIAL VALLEJO"	7700
"ASP3K2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"FABRICACION Y VENTA DE PRODUCTOS QUIMICOS TEXTILES PLASTICOS DE EMPAQUE Y ENVASE"	350475	2267641	20.63528	-100.43724	"QUERETARO"	"Queretaro"	"ACCESO III"	9		"ACCESO IV"	"PROLONGACION BERNARDO QUINTANA"	"FRAC. IND. BENITO JUAREZ"	"QUERETARO"	"PARQUE INDUSTRIAL BENITO JUAREZ"	76120
"ASP5S1406611"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"PRODUCCIÓN DE FIBRAS Y FILAMENTOS SINTÉTICOS Y ARTIFICIALES (SÓLO SI INVOLUCRA REACCIÓN Q"	7754441	2252593	"20°21'10"""	"102°47'42"""	"JALISCO"	"Poncitlan"	"KM 78.5 CARRETERA GDL LA BARCA."	"NA"	"NA"	"NA"	"NA"	"NA"	"CUITZEO"	"ZONA INDUSTRIAL"	45965
"ASP5S2201411"	"ARTEVA SPECIALTIES S. DE R.L. DE C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"FABRICACION y VENTA DE PRODUCTOS QUIMICOS, TEXTILES, PLASTICOS, DE EMPAQUE Y ENVASE."	350689.81	2282027.421	20.63451	-100.4386	"QUERETARO"	"Queretaro"	"ACCESO IV"	202		"ACCESO III"	"AV. REVOLUCION"	"FRAC. IND. BENITO JAREZ"		"ZONA INDUSTRIAL LIC BENITO JUAREZ"	76120
