"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"AEMSP0805112"	"AGNICO EAGLE MEXICO SA DE CV,AGNICO EAGLE MEXICO"	"212221"	"Minería de oro"	"Metalurgica (incluye la siderurgica)"	"12"	"Mineria de oro"	"Extracción y beneficio de mineral"		"759861.256"	"3136956.7682"	"28°19'59"""	"108°20'57"""	"Calle DOMICILIO CONOCIDO"	"0 "	" "	"Colonia OCAMPO"	"MELCHOR OCAMPO"	"CHIHUAHUA"	"Ocampo"	"33320"
"AEM0900700106"	"AUTO ELECTRICOS DE MÉXICO, S.A.P.I. DE C.V.,"	"336340"	"Fabricación de partes de sistemas de frenos para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricacion de partes automotrices (frenos)"		"491271.5511"	"2141259.9651"	"19°21'55"""	"99°4'59"""	"Avenida JAVIER ROJO GOMEZ"	"1201 A"	" "	"Barrio SAN PEDRO"	"IZTAPALAPA"	"DISTRITO FEDERAL"	"Iztapalapa"	"09000"
"AEM1507000029"	"AUTO ELÉCTRICOS DE MÉXICO, S.A.P.I. DE C.V., PLANTA LOS REYES"	"339999"	"Otras industrias manufactureras"	"Automotriz"	"9L"	"Produccion de partes para el sistema de frenos automotriz"	"Fabricación de forros (balatas) para frenos automotrices"		"503278.9219"	"2139976.0944"	"19°21'13"""	"98°58'7"""	"Carretera México - Texcoco Km. 19+500"	"- -"	"- -"	"Colonia Los Reyes Acaquilpan"	"LOS REYES ACAQUILPAN"	"MEXICO"	"La Paz"	"56400"
"AEM972803211"	"ALCOM ELECTRONICOS DE MEXICO S.A DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de componentes electrónicos para la industria automotriz"		"563418.724"	"2880467.9284"	"26°2'30"""	"98°21'57"""	"Calle AVE. INDUSTRIAL DEL NORTE"	"Lote 1 "	"Manzana 5 "	"Colonia PARQUE INDUSTRIAL DEL NORTE"	"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88730"
"AEN6A1900911"	"ASFALTOS ENERGEX, S. A.  DE C. V.,ASFALTOS ENERGEX, S.A. DE C.V."	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"M1"	"Otros tratamientos a residuos peligrosos"	"Reciclado de aceite usado y solvente gastado"		"396895.6444"	"2831337.3404"	"25°35'45"""	"100°1'36"""	"Calle Libramiento Alfonso Martínez Domínguez"	"KM. 0.5 "	" "	"Colonia Cadereyta Jiménez Centro"	"CADEREYTA JIMENEZ"	"NUEVO LEON"	"Cadereyta Jimenez"	"67480"
"AEP2107400033"	"ASOCIACIÓN DE EMPRESARIOS DEL PARQUE INDUSTRIAL CIUDAD TEXTIL DE PUEBLA AC,"	"813110"	"Asociaciones, organizaciones y cámaras de productores, comerciantes y prestadores de servicios"	"Otros"	"3C"	"Aprovechamiento de aguas subterraneas"	"SERVICIO DE APOYO A LOS NEGOCIOS"	"REAL DE HUEJOTZINGO"	"562407.5146"	"2118366.2367"	"19°9'27"""	"98°24'23"""	"Carretera KM 2.9 ENTRONQUE DE LA  FEDERAL MEXICO PUEBLA"	"SN "	" "		"HUEJOTZINGO"	"PUEBLA"	"Huejotzingo"	"74160"
"AER1505100108"	"AEROBAL S.A. DE C.V.,"	"325610"	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"Maquila de productos para el cuidado del hogar y cuidado personal "	"LERMA DE VILLADA CENTRO"	"444567.5887"	"2134522.2321"	"19°18'13"""	"99°31'39"""	"Avenida San Rafael"	"12 "	" "		"LERMA DE VILLADA"	"MEXICO"	"Lerma"	"52000"
"AESL70400311"	"AEROSERVICIOS ESPECIALIZADOS, S. A. DE C. V.,"	"481210"	"Transporte aéreo no regular"	"Otros"	"B0"	"Transporte de carga en general"	"TRANSPORTACION AEREA"		"626489.8532"	"2062196.754"	"18°38'49"""	"91°48'2"""	"Calle CARRETERA CARMEN-PUERTO REAL S/N"	"S/N "	" "	"Colonia FRANCISCO I. MADERO"	"CIUDAD DEL CARMEN"	"CAMPECHE"	"Carmen"	"24190"
"AET1605300706"	"ACEITES ESPECIALES TH SA DE CV,ACEITES EPECIALE TH S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Elaboración de aceites y grasas Y vegetales comestibles "		"275069.209"	"2182838.824"	"19°43'41"""	"101°8'46"""	"Calle AV EJE NORTE SUR"	"451 "	" "	"Colonia CIUDAD INDUSTRIAL"	"MORELIA"	"MICHOACAN"	"Morelia"	"58200"
"AFE2G0710611"	"CIA. AZUCARERA LA FE, S.A. DE C.V.,ZUCARMEX"	"311311"	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"FABRICACIÓN DE AZÚCAR ESTÁNDAR Y MIEL INCRISTALIZABLE"		"558656.1205"	"1799820.0477"	"16°16'42"""	"92°27'3"""	"Calle N/E"	"SIN NUMERO "	" "	"Colonia SAN FRANCISCO PUJILTIC"	"VENUSTIANO CARRANZA"	"CHIAPAS"	"Venustiano Carranza"	"30210"
"AFI7T0502711"	"CATERPILLAR RAMOS ARIZPE S. DE R.L. DE C.V.,"	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION DE PIEZAS METALICAS FERROSAS"	"RAMOS ARIZPE"	"307884.3028"	"2828205.5648"	"25°33'31"""	"100°54'44"""	"Calle BLVD. INDUSTRIA DE LA TRANSFORMACION"	"3135 "	" "		"RAMOS ARIZPE"	"COAHUILA"	"Ramos Arizpe"	"25900"
"AFM1103200008"	"ALUMINICASTE FUNDICION DE MEXICO S DE RL DE CV,ALUMINICASTE FUNDICION DE MEXICO S. DE R.L. DE C.V."	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"Fundición de aluminio"	"Parque Opcion"	"348070.1881"	"2329524.809"	"21°3'37"""	"100°27'44"""	"Avenida MONTES URALES"	"88 "	" "		"SAN JOSE ITURBIDE"	"GUANAJUATO"	"San Jose Iturbide"	"37998"
"AFM910500221"	"AEES MANUFACTURERA S DE RL DE CV,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble de arneses electricos y/o electronicos"	"PARQUE INDUSTRIAL AMISTAD"	"306011.4933"	"3247690.1942"	"29°20'36"""	"100°59'53"""	"Carretera  PRESA LA AMISTAD"	"KM. 5.0 "	" "		"CIUDAD ACUÑA"	"COAHUILA"	"Acuna"	"26220"
"AFM910503511"	"AEES MANUFACTURERA S DE RL DE CV,"	"326192"	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE AUTOPARTES DE PLASTICO CON Y SIN REFORZAMIENTO"	"IND. LAS AMERICAS"	"664806.7053"	"2824533.0378"	"25°31'44"""	"103°21'35"""	"Boulevard CARRETERA A  MATAMOROS ENTRONQUE CON MIELERAS LOTE 11 Y 12 "	"S/N "	"S/N "		"TORREON"	"COAHUILA"	"Torreon"	"27277"
"AFM910803713"	"AEES MANUFACTURERA S DE RL DE CV,"	"336320"	"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura y Ensamble de Arneses y Componentes Electrónicos Automotrices"		"367736.8191"	"3510750.2213"	"31°43'28"""	"106°23'45"""	"Calle FRESNEL"	"7650 "	" "	"Colonia PARQUE IND. A.J. BERMUDEZ"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"AFRLN0803711"	"ASFALTOS DE LA FRONTERA SA DE CV,ASFALTOS DE LA FRONTERA S.A. DE C.V."	"324120"	"Fabricación de productos de asfalto"	"Petroleo y petroquimica"	"M9"	"Almacenamiento y distribucion de productos derivados del petroleo"	"FABRICACION DE PRODUCTOS BASE ASFALTO"		"365112.0592"	"3503441.3668"	"31°39'29"""	"106°25'21"""	"Calle AVE. MANUEL J. CLOUTHIER"	"280 "	" "	"Colonia ZARAGOZA"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32551"
"AFS1I0500211"	"ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V.,ARCONIC FASTENING SYSTEMS & RINGS (MEXICO I), S. DE R.L. DE C.V"	"332720"	"Fabricación de tornillos, tuercas, remaches y similares"	"Articulos y productos metalicos"	"83"	"Produccion de tornillos, clavos, tuercas y similares"	"Fabricación de otros productos metálicos"	"PARQUE INDUSTRIAL AMISTAD"	"306042.336"	"3247604.5485"	"29°20'33"""	"100°59'51"""	"Calle HIDALGO"	"120 "	" "		"CIUDAD ACUÑA"	"COAHUILA"	"Acuna"	"26220"
"AGDMC1412011"	"ACEITES, GRASAS Y DERIVADOS, S.A. DE C.V.,AGYDSA"	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"FABRICACIÓN DE ACEITES Y MANTECAS VEGETALES COMESTIBLES Y SUS DERIVADOS"		"665571.1629"	"2287179.5248"	"20°40'36"""	"103°24'37"""	"Avenida VALLARTA"	"5106 "	" "	"Colonia JUAN MANUEL VALLARTA"	"ZAPOPAN"	"JALISCO"	"Zapopan"	"45120"
"AGD1404400004"	"ACEITES GRASAS Y DERIVADOS SA DE CV,AGYDSA  - PLANTA IXTLAHUACÁN"	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"FABRICACIÓN DE ACEITES COMESTIBLES DE ORIGEN VEGETAL Y PASTAS OLEAGINOSAS"	"Corredor Industrial de El Salto"	"688571.7766"	"2252317.236"	"20°21'34"""	"103°11'36"""	"Carretera CALLE GOSA  EL SALTO - LA CAPILLA"	"1 "	" "		"IXTLAHUACAN DE LOS MEMBRILLOS"	"JALISCO"	"Ixtlahuacan de los Membrillos"	"45870"
"AGR1904800062"	"AGRICEL S. A. DE C. V.,"	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"5H"	"Produccion de acidos organicos"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES ORGÁNICAS"		"352286.1259"	"2842674.7566"	"25°41'40"""	"100°28'19"""	"Calle Mineria"	"201 "	" "	"Fraccionamiento LAS PALMAS"	"CIUDAD SANTA CATARINA"	"NUEVO LEON"	"Santa Catarina"	"66350"
"AGR5N2201411"	"AGROGEN S.A. DE C.V.,"	"325310"	"Fabricación de fertilizantes"	"Quimica"	"5N"	"Produccion de fertilizantes quimicos"	"PRODUCCIÓN DE ÁCIDO SULFÚRICO Y DE FERTILIZANTES QUÍMICOS"		"346479.2559"	"2277907.0783"	"20°35'38"""	"100°28'23"""	"Calle CARR. A TLACOTE EL BAJO"	"KM. 5.5 "	" "	"Ninguno "	"SANTIAGO DE QUERETARO"	"QUERETARO"	"Queretaro"	"76000"
"AGR5P0801911"	"AGRI ESTRELLA S DE RL DE CV,AGRI-ESTRELLA, S. DE R.L DE C.V"	"325320"	"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes"	"Quimica"	"5P"	"Produccion de plaguicidas y otros quimicos agricolas"	"Fabricación de Fungicidas de Cobre"		"390787.5192"	"3176992.8505"	"28°42'56"""	"106°7'5"""	"Retorno ALFONSO REYES"	"331 "	" "	"Colonia COMPLEJO INDUSTRIAL CHIHUAHUA"	"CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"31136"
"AGU0901700112"	"ARTES GRÁFICAS UNIDAS, S.A. DE C.V.,"	"323119"	"Impresión de formas continuas y otros impresos"	"Otros"	"5E"	"Edicion, Encuadernacion y/o impresion"	"Impresión de empaques flexibles y bolsas de polietileno"		"490464.4501"	"2149119.7177"	"19°26'11"""	"99°5'27"""	"Calle Oriente 174"	"473 "	" "	"Colonia MOCTEZUMA 2A SECCION"	"VENUSTIANO CARRANZA"	"DISTRITO FEDERAL"	"Venustiano Carranza"	"15530"
"AHM7F0501811"	"ALTOS HORNOS DE MÉXICO S.A.B. DE C.V.,"	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"7F"	"Laminacion primaria de hierro y acero"	"Adquisición de materias primas para la producción de acero"		"261022.2432"	"2980780.2025"	"26°55'42"""	"101°24'24"""	"Prolongación Benito Juárez"	"S/N "	" "	"Colonia La Loma"	"MONCLOVA"	"COAHUILA"	"Monclova"	"25770"
"AHO5E0901611"	"ACCESOS HOLOGRAFICOS, S.A. DE C.V.,ACCESOS HOLOGRAFICOS"	"323111"	"Impresión de libros, periódicos y revistas"	"Otros"	"5E"	"Edicion, Encuadernacion y/o impresion"	"Impresión de libros, periódicos y revistas por contrato. Industria de alta tecnología en ("		"481773.1976"	"2150271.5759"	"19°26'48"""	"99°10'25"""	"Calle LAGO ZIRAHUEN"	"69 "	" "	"Colonia ANAHUAC I SECCIÓN"	"MIGUEL HIDALGO"	"DISTRITO FEDERAL"	"Miguel Hidalgo"	"11320"
"AHS7X1900621"	"ASHLAND HARDWARE AND CASTING SYSTEMS DE MEXICO S. DE R.L. DE C.V.,"	"332510"	"Fabricación de herrajes y cerraduras"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"Fabricación de Herrajes Metálicos para Puertas y Ventanas"	"PARQUE INDUSTRIAL MILENIUM"	"386435.7369"	"2850713.1474"	"25°46'12"""	"100°7'57"""	"Avenida VIA MONTERREY MATAMOROS"	"600 "	" "		"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66600"
"AHY1407000772"	"UNIVAR DE MÉXICO, S.A. DE C.V.,UNIVAR"	"493111"	"Almacenes generales de depósito"	"Otros"	"ZU"	"Almacen de materiales, productos y otros"	"Almacenamiento y distribución de solventes "		"682916.6569"	"2269115.3303"	"20°30'42"""	"103°14'44"""	"Calle B"	"194 "	" "	"Pueblo PARQUE INDUSTRIAL EL SALTO"	"EL SALTO"	"JALISCO"	"El Salto"	"45680"
"AIB2G1400211"	"CIA. AZUCARERA DEL INGENIO BELLAVISTA S.A. DE C.V.,CIA. AZUCAREA DEL INGENIO BELLAVISTA S.A. DE C.V."	"311311"	"Elaboración de azúcar de caña"	"Alimenticio y/o de consumo humano"	"2G"	"Ingenios azucareros"	"Producción de azúcar y mieles incristalizables "		"642556.7022"	"2260150.5335"	"20°26'3"""	"103°38'0"""	"Calle AV, TRABAJO"	"18 "	" "	"Colonia CENTRO"	"BELLAVISTA"	"JALISCO"	"Acatlan de Juarez"	"45720"
"AIM210000005"	"AUTOTEK INDUSTRIAL DE MEXICO, S.A. DE C.V.,AUTOTEK INDUSTRIAL DE MÉXICO, S.A. DE C.V."	"336370"	"Fabricación de piezas metálicas troqueladas para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otras autopartes metálicas"	"PARQUE INDUSTRIAL PUEBLA 2000"	"589373.9784"	"2109429.1596"	"19°4'32"""	"98°9'1"""	"Callejón Prolongacion Calle F"	"50 "	" "		"HEROICA PUEBLA DE ZARAGOZA"	"PUEBLA"	"Puebla"	"72226"
"AINMD1902611"	"ACS INTERNACIONAL S DE R.L. DE C.V.,PLANTA LAS AMÉRICAS"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Metalurgica (incluye la siderurgica)"	"MD"	"Tratamiento termico de piezas metalicas"	"TRATAMIENTO TÉRMICO DE PIEZAS METÁLICAS CON COMBUSTIBLES FÓSILES; NO INCLUYE LA MICROINDUS"		"374993.0855"	"2842701.4379"	"25°41'48"""	"100°14'45"""	"Calle AV. LAS AMERICAS"	"601 "	" "	"Colonia INDUSTRIAL AMERICAS"	"GUADALUPE"	"NUEVO LEON"	"Guadalupe"	"67130"
"AINNG0200211"	"ACCURIDE INTERNATIONAL S.A. DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Quimica"	"8A"	"Galvanoplastia"	"Fabricación y ensamble de correderas metálicas para cajones"	"NELSON"	"652195.7054"	"3606523.9715"	"32°35'8"""	"115°22'42"""	"Calle CIRCUITO NORTE"	"6 "	" "		"MEXICALI"	"BAJA CALIFORNIA"	"Mexicali"	"21395"
"AIN1Z0502811"	"AVOMEX INTERNATIONAL S.A. DE C.V.,"	"311423"	"Conservación de guisos y otros alimentos preparados por procesos distintos a la congelación"	"Alimenticio y/o de consumo humano"	"1Z"	"Preparacion y envasado alimentos"	"PREPARACIÓN Y ENVASADO DE PRODUCTOS ALIMENTICIOS"		"291464.7938"	"3084357.0867"	"27°52'3"""	"101°7'5"""	"Calle ANDRES FLORES"	"S/N "	" "	"Colonia LOS PINOS"	"SABINAS"	"COAHUILA"	"Sabinas"	"26737"
"AIN7N1903911"	"ACS INTERNACIONAL S DE R.L. DE C.V.,PLANTA RUIZ CORTINES"	"332610"	"Fabricación de alambre, productos de alambre y resortes"	"Metalurgica (incluye la siderurgica)"	"7L"	"Afinacion y refinacion de otros metales no ferrosos"	"AFINACION Y REFINACION DE ALAMBRE (ASI COMO SUS ALEACIONES, INCLUYENDO EXTRUSION)"		"366503.1848"	"2843656.5775"	"25°42'16"""	"100°19'49"""	"Calle AVENIDA RUIZ CORTINEZ"	"1855 PTE. "	"S/N "	"Colonia ESTRELLA"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64400"
"AJA0900500338"	"ACEITES Y JABONES, S.A. DE C.V.,"	"311999"	"Elaboración de otros alimentos"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"PRODUCCION DE GRASAS, ACEITES COMESTIBLES Y JABONES"		"487667.6867"	"2157385.6488"	"19°30'39"""	"99°7'3"""	"Avenida Talisman"	"284"	" "	"Colonia AMPLIACION SAN JUAN DE ARAGON"	"GUSTAVO A. MADERO"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"7470"
"AJU0803700310"	"ADEMCO DE JUAREZ, S. DE R.L. DE C.V.,ADEMCO DE JUAREZ S DE RL DE C.V"	"334410"	"Fabricación de componentes electrónicos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble y manufactura de equipos electronicos."	"FUENTES"	"365791.905"	"3511331.2719"	"31°43'46"""	"106°24'59"""	"Avenida ROSA MARIA Y. FUENTES"	"7080 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32320"
"AJU0803700383"	"ADEMCO DE JUAREZ, S. DE R.L. DE C.V.,ADEMO DE JUAREZ"	"339999"	"Otras industrias manufactureras"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA"	"INTERMEX"	"368449.7217"	"3500107.474"	"31°37'43"""	"106°23'13"""	"Avenida VALLE DEL CEDRO"	"1681 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32574"
"ALC0503003018"	"ALCAST, S.A. DE C.V.,"	"332999"	"Fabricación de otros productos metálicos"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"FUNDICION Y MOLDEO DE PIEZAS DE ALUMINIO"		"299437.4156"	"2816625.3125"	"25°27'11"""	"100°59'40"""	"Calle LAGUNA DE MAYRAN"	"125 "	"SN "	"Colonia LA SALLE"	"SALTILLO"	"COAHUILA"	"Saltillo"	"25240"
"ALI1902600055"	"AUTOPOLIS LINDAVISTA, S.A. DE C.V.,AUTOPOLIS VOLKSWAGEN"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz"		"373668.2831"	"2841719.2475"	"25°41'16"""	"100°15'32"""	"Carretera MIGUEL ALEMAN"	"4306 "	" "	"Colonia DIEZ DE MAYO"	"GUADALUPE"	"NUEVO LEON"	"Guadalupe"	"67130"
"ALM0501800024"	"AIR LIQUIDE MEXICO, S DE RL DE CV,PLANTA DE HIDRÓGENO SMR"	"325120"	"Fabricación de gases industriales"	"Quimica"	"5K"	"Produccion de gases industriales"	"Fabricación de gases industriales"		"258379.6448"	"2975351.0843"	"26°52'44"""	"101°25'56"""	"Calle Estándar 1"	"S/N "	" "	"Colonia Obrera Norte"	"MONCLOVA"	"COAHUILA"	"Monclova"	"25790"
"ALM0900300231"	"ARMSTRONG LABORATORIOS DE MÉXICO S.A. DE C.V.,ARMSTRONG LABORATORIOS DE MÉXICO, S.A. DE C.V."	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"ELABORACION DE PRODUCTOS FARMACEUTICOS PARA CONSUMO HUMANO Y DE CUIDADO PERSONAL"		"484872.0989"	"2137373.1314"	"19°19'48"""	"99°8'38"""	"Avenida Division del Norte"	"3311 "	" "	"Colonia PUEBLO LA CANDELARIA"	"COYOACAN"	"DISTRITO FEDERAL"	"Coyoacan"	"04380"
"ALM1L1411911"	"ALMERIA, S.A. DE C.V.,ALMERIA"	"327999"	"Fabricación de otros productos a base de minerales no metálicos"	"Metalurgica (incluye la siderurgica)"	"MK"	"Mineria de otros minerales metalicos no ferrosos"	"FABRICACIÓN DE OTROS PRODUCTOS A BASE DE MINERALES NO METÁLICOS "		"644860.5876"	"2246675.9312"	"20°18'45"""	"103°36'45"""	"Calle JOSE ANTONIO TORRES"	"400 "	" "	"Colonia ZACOALCO DE TORRES CENTRO"	"ZACOALCO DE TORRES"	"JALISCO"	"Zacoalco de Torres"	"45765"
"ALM1510600742"	"ARMSTRONG LABORATORIOS DE MÉXICO S.A. DE C.V.,"	"325411"	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5M"	"Produccion de materias primas para medicamentos"	"Elaboración de materias primas para medicamentos"	"PARQUE INDUSTRIAL TOLUCA 2000"	"440708.0041"	"2142024.2723"	"19°22'17"""	"99°33'52"""	"Calle 2 Sur"	"18 "	"MANZANA 18 6"		"TOLUCA DE LERDO"	"MEXICO"	"Toluca"	"50200"
"ALM1904100002"	"AIR LIQUIDE MEXICO, S DE RL DE CV,PLANTA PESQUERÍA"	"325120"	"Fabricación de gases industriales"	"Quimica"	"5K"	"Produccion de gases industriales"	"Fabricación de gases industriales"	"Interior Centro Industrial Ternium"	"403445.0888"	"2847691.8576"	"25°44'38"""	"99°57'45"""	"Carretera  a Santa María la Floreña"	"Km. 15 "	" "		"PESQUERIA"	"NUEVO LEON"	"Pesqueria"	"66650"
"ALM5T0900322"	"ABBOTT LABORATORIES DE MEXICO SA DE CV,"	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de productos farmacéuticos y medicamentos."		"485194.9668"	"2135164.5169"	"19°18'36"""	"99°8'27"""	"Calle CALZ. DE TLALPAN"	"3092 "	" "	"Colonia EXHACIENDA COAPA"	"COYOACAN"	"DISTRITO FEDERAL"	"Coyoacan"	"04980"
"ALSKE2402811"	"AUTOMOTRIZ LOMAS SAN LUIS, S.A. DE C.V.,"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Otros"	"EE"	"Centros distribuidores de autotransportes "	"Venta de automóviles y camionetas"		"290245.8335"	"2448762.1174"	"22°7'52"""	"101°2'1"""	"Calle CARR. A GUADALAJARA"	"515 "	" "	"Colonia LOMAS DEL TECNOLOGICO"	"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78216"
"ALU1503300396"	"ALUPRESS SA DE CV,ALUPRESS, S.A. DE C.V."	"339999"	"Otras industrias manufactureras"	"Metalurgica (incluye la siderurgica)"	"7Q"	"Afinacion y laminacion de aluminio"	"MOLDEO POR FUNDICION DE PIEZAS METALICAS NO FERROSAS (ALUMINIO)"		"493506.8981"	"2160494.3388"	"19°32'21"""	"99°3'42"""	"Calle MIGUEL HIDALGO"	"53 "	". "	"Colonia SANTA CLARA COATITLA"	"ECATEPEC DE MORELOS"	"MEXICO"	"Ecatepec de Morelos"	"55540"
"AMARP2501211"	"AEROPUERTO DE MAZATLAN, S.A. DE C.V.,"	"488112"	"Administración de aeropuertos y helipuertos"	"Otros"	"L7"	"Servicios de administracion de aeropuertos y helipuertos"	"PRESTACION DE SERVICIOS AEROPORTUARIOS"		"369930.5356"	"2562509.1297"	"23°9'59"""	"106°16'14"""	"Calle CARRETERA INTERNACIONAL AL SUR"	"S/N "	" "	"Colonia MAZATLAN (GRAL. RAFAEL BUELNA)"	"MAZATLAN"	"SINALOA"	"Mazatlan"	"82269"
"AMA0705100008"	"AGROINDUSTRIAS DE MAPASTEPEC S.A.DE C.V.,AGROINDUSTRIAS DE MAPASTEPEC, S.A. DE C.V."	"311222"	"Elaboración de aceites y grasas vegetales comestibles"	"Quimica"	"MC"	"Fabricacion de aceites y grasas alimenticias"	"Extracción y comercialización de aceite crudo de palma"		"514627.2032"	"1696250.2961"	"15°20'34"""	"92°51'49"""	"Terracería Calle Central"	"sn "	"sn "	"Ejido Nicolás Bravo II"	"MAPASTEPEC"	"CHIAPAS"	"Mapastepec"	"30560"
"AMA522803211"	"AUTOMOTIVE MAQUILADORA S. DE R.L. DE C.V.,AUTOMOTIVE PLANTA 1"	"336330"	"Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices"	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"REMANUFACTURA DE PARTES AUTOMOTRICES"	"PARQUE INDUSTRIAL DEL NORTE"	"563500.5713"	"2881027.9102"	"26°2'48"""	"98°21'54"""	"Calle Ave. Fomento Industrial "	"3007 "	" "		"REYNOSA"	"TAMAULIPAS"	"Reynosa"	"88736"
"AMD1000500122"	"AGUAS DEL MUNICIPIO DE DURANGO,"	"222111"	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"CAPTACIÓN, TRATAMIENTO Y SUMINISTRO DE AGUA REALIZADO POR SECTOR PUBLICO"		"537478.3647"	"2651879.7419"	"23°58'42"""	"104°37'53"""	"Camino CONOCIDO"	"S/N "	" "	"Ejido 15 DE SEPTIEMBRE"	"VICTORIA DE DURANGO"	"DURANGO"	"Durango"	"34320"
